prefix,longueur_moyenne,entropie,profondeur_maximale,variance_longueur,balancedness,00_ngrams,11_ngrams,nombre,code
2,4.0,0.99,7,4.57,6,6,6,7,1
2,3.17,0.98,5,1.81,4,4,4,6,1
1,5.0,0.97,5,0.0,0,2,2,1,0
2,3.62,0.96,7,4.98,6,6,6,8,1
2,4.0,0.99,7,6.5,6,4,4,4,0
1,2.0,1.0,3,0.67,2,2,2,3,1
1,3.5,0.99,7,2.92,5,5,5,6,1
1,6.0,0.92,6,0.0,0,2,2,2,0
2,4.29,0.95,7,3.92,6,11,11,7,1
2,4.5,0.99,6,2.25,3,1,1,2,0
1,4.0,1.0,6,4.0,4,3,3,2,0
1,3.0,0.92,3,0.0,0,1,1,1,0
2,3.86,0.99,5,1.84,4,7,7,7,1
1,5.0,0.99,6,0.57,2,12,12,7,0
1,4.0,1.0,4,0.0,0,0,0,1,0
2,3.88,1.0,7,4.86,6,9,9,8,1
2,3.57,1.0,7,3.1,6,7,7,7,1
2,3.0,0.92,5,2.5,4,2,2,4,1
2,4.38,0.99,7,4.23,6,11,11,8,1
1,5.25,1.0,7,3.19,4,5,5,4,0
1,5.25,0.96,7,1.69,3,8,8,4,0
1,5.0,0.97,7,4.0,4,3,3,2,0
2,3.0,0.92,5,4.0,4,0,0,2,0
1,2.0,1.0,2,0.0,0,0,0,1,0
2,4.25,0.96,7,4.44,6,10,10,8,1
2,3.4,1.0,6,3.04,5,9,9,10,1
1,4.0,0.99,6,1.5,3,6,6,4,0
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.14,0.99,6,4.69,5,10,10,7,1
1,4.0,1.0,4,0.0,0,1,1,1,0
2,4.44,0.95,7,5.8,6,13,13,9,1
2,4.4,0.85,6,4.24,5,7,7,5,1
2,4.67,0.91,7,4.89,6,8,8,6,1
2,5.0,1.0,7,3.33,5,5,5,6,1
2,4.0,1.0,7,4.22,6,8,8,9,1
1,4.38,0.99,7,3.73,6,9,9,8,1
1,4.5,1.0,7,3.25,5,5,5,4,0
2,3.67,0.99,7,3.56,6,5,5,6,1
2,4.33,0.94,7,5.11,6,11,11,9,1
2,3.0,1.0,5,2.0,4,3,3,4,0
2,4.29,0.99,7,3.92,6,10,10,7,1
1,5.75,0.99,7,2.69,4,6,6,4,0
1,3.67,0.99,5,1.56,3,5,5,3,0
2,4.2,0.99,7,6.16,6,7,7,5,1
1,5.0,0.93,7,2.29,5,8,8,7,1
2,4.89,0.99,7,5.65,6,12,12,9,1
1,4.78,0.98,7,2.17,5,12,12,9,0
2,4.67,0.86,7,4.56,6,6,6,6,1
2,3.6,0.85,7,5.84,6,5,5,5,1
2,4.25,1.0,7,5.69,6,6,6,4,1
1,7.0,0.86,7,0.0,0,2,2,1,0
1,3.5,0.99,5,2.25,3,2,2,2,0
2,3.0,0.92,5,4.0,4,2,2,2,0
1,5.25,0.99,7,3.19,6,9,9,8,1
2,4.0,0.97,7,6.4,6,6,6,5,1
2,4.5,1.0,7,4.25,6,11,11,8,1
1,3.62,1.0,5,1.23,4,6,6,8,1
2,4.17,0.97,7,3.47,5,7,7,6,1
2,4.0,1.0,7,3.33,6,9,9,9,1
2,3.83,0.97,6,3.81,5,8,8,6,1
2,3.67,0.95,7,4.56,6,6,6,6,1
1,5.25,1.0,7,1.19,3,7,7,4,0
1,3.0,0.92,3,0.0,0,1,1,2,0
1,1.5,0.92,2,0.25,1,1,1,2,0
2,4.44,0.91,7,4.91,6,11,11,9,1
1,3.71,0.98,6,2.78,5,6,6,7,1
1,4.29,0.97,7,2.2,5,7,7,7,1
1,4.67,0.99,7,2.0,5,9,9,9,1
1,5.5,0.85,7,2.25,3,4,4,2,0
2,4.12,1.0,6,2.61,5,10,10,8,1
1,6.0,0.92,6,0.0,0,1,1,1,0
2,4.38,0.99,7,3.48,6,9,9,8,1
1,2.0,1.0,2,0.0,0,0,0,1,0
1,5.0,0.72,5,0.0,0,1,1,1,0
2,4.88,1.0,7,4.61,6,11,11,8,1
1,3.8,1.0,5,2.16,4,6,6,5,1
1,4.4,0.99,7,4.24,6,7,7,5,1
1,5.0,0.99,7,3.6,5,7,7,5,0
2,3.5,0.99,6,6.25,5,2,2,2,0
1,3.0,0.99,6,4.67,5,2,2,3,0
1,4.25,1.0,5,0.19,1,4,4,4,0
2,4.0,0.95,7,9.0,6,2,2,2,0
1,5.0,0.97,5,0.0,0,1,1,1,0
1,1.5,0.92,2,0.25,1,1,1,2,0
1,4.5,0.92,7,6.25,5,1,1,2,0
1,5.6,0.97,7,1.84,3,6,6,5,0
1,4.67,0.99,6,0.89,3,12,12,9,1
2,4.83,1.0,7,2.81,5,6,6,6,1
1,2.67,0.95,4,1.56,3,2,2,3,0
1,4.75,1.0,7,2.19,4,5,5,4,0
2,3.86,1.0,6,3.27,5,6,6,7,1
1,4.0,1.0,7,4.67,5,5,5,3,0
2,3.67,1.0,7,3.56,6,8,8,9,1
1,4.38,0.95,7,2.98,5,11,11,8,1
1,3.5,0.86,4,0.25,1,3,3,2,0
2,4.38,1.0,7,1.98,5,9,9,8,1
2,3.67,0.99,7,3.11,6,10,10,9,1
2,3.5,0.99,7,4.0,6,6,6,8,1
1,2.0,1.0,2,0.0,0,0,0,1,0
2,4.38,1.0,7,4.98,6,10,10,8,1
1,3.0,0.76,4,0.67,2,2,2,3,1
2,4.17,0.94,7,4.14,6,6,6,6,1
2,3.89,1.0,7,3.65,6,9,9,9,1
2,3.43,0.99,6,3.1,5,7,7,7,1
1,5.14,0.94,7,1.84,4,8,8,7,1
1,6.0,-0.0,6,0.0,0,3,3,1,0
1,4.8,0.99,7,5.36,5,6,6,5,0
1,4.0,-0.0,4,0.0,0,2,2,1,0
1,5.0,0.72,5,0.0,0,1,1,1,0
1,3.6,0.99,7,5.84,6,3,3,5,1
1,6.0,0.96,7,2.0,3,7,7,3,0
2,4.0,0.97,6,1.6,5,11,11,10,1
1,3.5,0.59,4,0.25,1,3,3,2,0
1,4.6,1.0,7,5.44,6,4,4,5,1
2,2.75,0.99,5,1.44,4,6,6,8,1
2,4.2,1.0,7,3.76,5,7,7,5,1
1,5.6,0.97,7,0.64,2,7,7,5,0
1,4.2,1.0,7,3.76,5,8,8,5,1
2,3.44,0.99,7,4.25,6,8,8,9,1
1,3.5,0.86,4,0.25,1,2,2,2,0
2,3.0,0.96,6,2.67,5,3,3,6,1
2,3.86,0.98,7,4.12,6,8,8,7,1
2,3.75,0.92,5,2.69,4,5,5,4,1
2,2.8,0.99,4,2.16,3,2,2,5,1
1,6.0,1.0,7,0.67,2,3,3,3,0
2,3.25,1.0,5,2.19,4,7,7,8,1
1,3.33,0.97,5,2.89,4,3,3,3,0
2,4.14,0.98,7,4.41,6,9,9,7,1
2,4.44,1.0,7,4.02,6,9,9,9,1
2,4.0,0.98,6,4.67,5,2,2,3,0
1,5.33,1.0,7,1.56,3,6,6,3,0
2,4.88,1.0,7,2.86,6,12,12,8,1
2,4.29,0.92,7,3.92,5,10,10,7,1
2,4.0,0.81,7,5.0,6,3,3,4,1
2,3.0,0.99,5,2.57,4,6,6,7,1
2,3.0,0.98,6,3.5,5,4,4,4,1
1,4.0,0.92,6,4.67,5,4,4,3,0
1,4.0,1.0,7,9.0,6,1,1,2,0
2,3.67,1.0,7,3.56,6,5,5,6,1
2,4.78,1.0,7,4.4,6,12,12,9,1
1,5.0,1.0,7,2.0,4,4,4,5,1
2,4.88,1.0,7,3.86,5,10,10,8,1
1,3.0,0.92,3,0.0,0,0,0,1,0
1,4.67,0.99,7,2.89,4,3,3,3,0
1,5.25,1.0,7,2.44,5,14,14,8,0
1,3.75,0.97,7,4.69,6,4,4,4,1
1,4.14,0.98,6,3.55,4,9,9,7,1
1,5.5,0.99,7,2.25,3,4,4,2,0
1,5.0,1.0,7,6.0,5,6,6,5,0
1,4.67,0.94,6,0.89,2,4,4,3,0
1,4.5,0.96,7,6.75,6,6,6,4,0
1,5.2,0.93,7,4.96,6,8,8,5,1
2,3.0,0.97,6,2.8,5,3,3,5,0
2,3.5,0.94,7,5.25,6,4,4,4,1
1,4.0,0.81,4,0.0,0,1,1,1,0
2,3.67,0.99,7,3.56,6,5,5,6,1
2,4.0,0.81,7,6.5,6,5,5,4,1
1,5.0,0.99,7,4.4,5,8,8,5,1
1,3.75,1.0,5,1.69,3,3,3,4,0
2,2.8,1.0,5,2.16,4,4,4,5,1
1,4.5,1.0,7,4.25,5,6,6,4,0
1,4.33,0.96,7,3.56,4,4,4,3,0
2,3.67,1.0,5,1.22,3,8,8,6,1
2,3.0,0.92,4,1.0,2,3,3,2,0
2,5.0,0.88,7,4.67,5,10,10,6,1
2,5.0,1.0,7,3.56,6,12,12,9,1
2,4.2,1.0,7,3.36,6,9,9,10,1
2,4.0,0.93,7,3.5,6,6,6,8,1
1,5.25,0.92,7,2.19,4,7,7,4,0
2,4.0,0.93,7,4.5,6,7,7,8,1
1,4.33,1.0,6,1.56,3,4,4,3,0
1,4.4,0.98,6,1.44,3,6,6,5,1
1,7.0,0.86,7,0.0,0,5,5,2,0
1,5.71,0.97,7,1.06,3,13,13,7,0
2,4.57,1.0,7,5.39,6,12,12,7,1
1,4.0,1.0,4,0.0,0,2,2,1,0
2,3.8,0.9,7,4.56,6,5,5,5,1
2,5.2,1.0,7,4.56,6,8,8,5,1
2,3.0,1.0,5,4.0,4,2,2,2,0
1,3.67,0.95,6,2.89,5,6,6,6,1
2,4.78,1.0,7,4.62,6,11,11,9,1
1,4.0,0.81,5,1.0,2,3,3,2,0
1,4.0,1.0,7,2.44,5,10,10,9,1
2,4.0,0.54,6,4.0,4,3,3,2,0
2,3.43,0.99,6,3.1,5,6,6,7,1
2,4.67,0.99,7,3.78,6,11,11,9,1
1,4.0,0.99,7,2.67,5,6,6,6,1
2,3.5,0.99,7,6.75,6,3,3,4,1
1,2.0,1.0,2,0.0,0,0,0,1,0
1,4.67,0.99,7,2.67,5,11,11,9,1
1,4.88,0.99,7,2.36,4,11,11,8,0
2,4.0,0.94,7,3.43,6,9,9,7,1
1,4.5,1.0,6,2.25,4,3,3,4,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.0,0.95,7,9.0,6,1,1,2,0
2,5.0,0.97,7,4.2,6,14,14,10,1
1,4.33,0.89,6,2.89,4,4,4,3,0
2,3.0,0.96,5,2.33,4,5,5,6,1
1,4.43,1.0,7,3.96,6,11,11,7,1
2,3.5,0.86,7,4.25,6,8,8,6,1
1,5.5,0.98,7,2.25,4,7,7,4,0
1,7.0,0.99,7,0.0,0,2,2,1,0
2,3.71,1.0,7,4.2,6,7,7,7,1
1,4.17,0.94,7,3.81,6,6,6,6,1
2,4.14,0.93,7,3.27,5,10,10,7,1
2,5.33,0.93,7,4.89,6,11,11,6,1
1,4.5,0.99,7,6.25,5,3,3,2,0
1,5.0,1.0,7,2.5,4,5,5,4,1
2,2.8,0.75,5,3.36,4,3,3,5,1
1,4.86,1.0,7,1.84,4,8,8,7,0
2,4.38,0.99,7,2.98,6,11,11,8,1
2,3.17,0.98,5,2.14,4,5,5,6,1
1,5.2,0.98,7,1.76,4,16,16,10,1
1,4.38,0.97,7,3.98,6,7,7,8,1
1,4.67,1.0,7,4.22,5,4,4,3,0
2,4.29,1.0,7,4.2,6,6,6,7,1
1,3.33,0.97,5,2.89,4,2,2,3,0
1,4.17,0.97,6,1.81,4,7,7,6,0
2,3.0,0.86,6,3.14,5,7,7,7,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,3.86,1.0,7,5.84,6,7,7,7,1
2,4.33,1.0,7,3.56,6,11,11,9,1
1,4.62,1.0,7,3.48,5,10,10,8,1
1,4.5,0.99,5,0.25,1,2,2,2,0
1,3.25,0.96,6,3.69,5,3,3,4,0
2,2.86,0.99,6,2.41,5,6,6,7,1
1,5.67,0.99,7,2.56,4,13,13,6,1
1,6.0,1.0,7,1.0,2,2,2,2,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,4.38,0.93,7,3.73,6,9,9,8,1
1,4.0,1.0,4,0.0,0,2,2,1,0
2,4.7,1.0,7,4.21,6,16,16,10,1
2,3.62,1.0,5,1.23,3,5,5,8,1
1,4.56,0.98,6,2.25,4,11,11,9,1
2,4.62,0.99,7,4.48,6,10,10,8,1
1,3.0,0.92,3,0.0,0,1,1,2,0
2,4.17,0.86,7,4.14,6,9,9,6,1
1,4.89,0.99,7,3.88,6,12,12,9,1
1,4.29,0.92,6,1.92,4,5,5,7,1
2,4.62,1.0,7,3.23,6,13,13,8,1
1,5.0,0.93,7,4.5,5,5,5,4,0
2,4.0,0.95,7,6.0,6,8,8,6,1
2,3.71,0.98,6,2.49,5,7,7,7,1
2,3.2,1.0,5,1.76,4,4,4,5,1
1,3.5,0.86,4,0.25,1,2,2,2,0
2,4.7,1.0,7,3.61,6,13,13,10,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
2,3.88,1.0,7,4.11,6,7,7,8,1
2,4.22,0.83,7,4.4,6,12,12,9,1
2,4.8,0.74,7,2.56,4,8,8,5,1
1,3.0,0.92,4,1.0,2,1,1,2,0
1,4.0,0.81,4,0.0,0,1,1,1,0
1,6.0,1.0,6,0.0,0,2,2,1,0
1,2.5,0.72,3,0.25,1,1,1,2,0
3,4.33,1.0,7,3.11,6,10,10,9,1
1,5.0,0.97,6,0.8,2,7,7,5,0
2,3.6,1.0,7,5.84,6,4,4,5,1
1,3.0,0.99,7,8.0,6,2,2,3,1
1,3.88,0.99,6,2.11,4,5,5,8,1
2,3.67,0.95,6,4.22,5,7,7,6,1
1,4.67,1.0,7,3.22,5,7,7,6,0
1,4.0,0.99,6,2.5,4,4,4,4,0
1,3.0,0.99,5,2.67,4,2,2,3,0
1,4.67,0.86,7,4.56,6,6,6,6,1
1,6.0,0.65,6,0.0,0,2,2,1,0
1,4.57,0.93,7,4.82,6,11,11,7,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,2.33,0.94,4,1.56,3,3,3,6,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
1,5.0,1.0,7,1.14,3,8,8,7,0
2,3.78,0.96,6,3.06,5,11,11,9,1
2,3.25,0.96,5,2.19,4,3,3,4,1
2,4.62,0.97,7,2.98,6,10,10,8,1
2,3.57,0.94,6,3.1,5,6,6,7,1
1,3.8,0.9,7,3.76,5,7,7,5,1
1,3.67,0.99,6,4.22,5,2,2,3,0
1,5.2,1.0,6,2.56,4,9,9,5,0
2,3.17,0.98,6,3.81,5,5,5,6,1
2,3.83,0.93,6,4.47,5,7,7,6,1
1,6.0,0.98,7,1.0,2,2,2,2,0
2,4.2,1.0,7,3.96,5,14,14,10,1
1,4.0,1.0,4,0.0,0,0,0,1,0
3,3.29,0.93,7,3.63,6,5,5,7,1
1,2.5,0.97,3,0.25,1,1,1,2,0
2,4.8,0.92,7,4.16,6,13,13,10,1
1,4.43,0.99,6,3.67,5,10,10,7,1
1,5.33,0.9,7,5.56,5,4,4,3,0
1,7.0,0.99,7,0.0,0,2,2,1,0
2,4.22,1.0,7,3.51,5,11,11,9,1
2,3.62,1.0,7,4.48,6,5,5,8,1
1,4.5,0.99,7,6.25,5,3,3,2,0
1,4.57,0.97,6,2.82,5,7,7,7,1
1,5.67,0.99,7,1.56,3,12,12,6,0
1,5.29,1.0,7,1.63,3,9,9,7,1
2,4.0,0.94,7,3.56,6,6,6,9,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
2,5.4,0.95,7,5.04,6,8,8,5,1
1,4.5,0.99,6,2.25,3,2,2,2,0
1,4.6,0.99,7,2.24,4,5,5,5,0
1,2.33,0.86,5,3.56,4,2,2,3,1
2,3.2,1.0,6,4.16,5,3,3,5,1
1,4.71,0.99,7,2.78,5,13,13,7,1
2,4.14,0.96,7,4.69,6,7,7,7,1
1,7.0,0.99,7,0.0,0,3,3,1,0
1,2.0,1.0,3,0.67,2,0,0,3,1
2,4.25,0.94,7,5.69,6,4,4,4,1
1,3.8,0.98,7,5.36,6,6,6,5,1
2,4.3,0.97,7,2.81,6,13,13,10,1
2,4.33,1.0,7,4.89,6,5,5,6,1
1,3.83,0.99,7,3.81,5,6,6,6,1
2,2.0,1.0,4,1.5,3,1,1,4,1
2,4.0,0.92,7,5.33,6,8,8,6,1
2,4.0,1.0,6,2.5,5,8,8,8,1
2,3.83,1.0,6,3.47,5,7,7,6,1
2,3.62,1.0,7,5.48,6,10,10,8,1
1,3.67,0.99,6,2.89,4,3,3,3,0
2,3.86,0.99,7,4.12,6,5,5,7,1
1,3.8,1.0,5,2.16,4,4,4,5,1
2,2.67,0.95,4,1.56,3,1,1,3,1
2,3.0,0.76,4,2.0,3,2,2,3,1
2,2.2,0.99,5,2.16,4,3,3,5,1
1,3.8,0.98,6,2.96,5,5,5,5,1
1,5.2,1.0,6,0.96,2,8,8,5,0
2,4.62,0.97,7,5.73,6,12,12,8,1
2,4.9,1.0,6,1.89,4,15,15,10,1
2,4.83,1.0,7,3.14,5,8,8,6,0
2,4.25,0.91,7,5.94,6,12,12,8,1
1,5.14,1.0,7,1.84,4,10,10,7,1
1,6.0,0.92,6,0.0,0,2,2,1,0
2,4.56,1.0,7,4.02,6,9,9,9,1
2,3.44,1.0,6,2.91,5,6,6,9,1
2,4.56,0.96,7,5.8,6,10,10,9,1
2,4.33,1.0,7,2.89,5,4,4,6,1
2,4.67,0.91,7,4.22,6,9,9,6,1
1,7.0,0.86,7,0.0,0,2,2,1,0
2,3.0,0.92,4,2.0,3,2,2,3,0
2,5.25,0.94,7,3.69,6,13,13,8,1
2,3.0,1.0,5,1.43,4,7,7,7,1
1,3.57,1.0,6,1.39,4,9,9,7,1
1,4.2,1.0,7,3.76,6,6,6,5,0
1,4.0,0.81,7,6.0,6,3,3,3,0
1,3.75,0.92,6,1.69,3,5,5,4,0
2,4.33,0.98,7,4.89,6,9,9,9,1
1,4.29,0.97,7,3.35,5,11,11,7,1
2,3.78,0.99,7,4.4,6,11,11,9,1
1,3.5,0.99,4,0.25,1,2,2,2,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,3.6,1.0,6,2.24,4,4,4,5,0
1,4.67,1.0,7,3.56,6,8,8,6,1
2,4.67,1.0,7,6.22,6,8,8,6,1
1,4.67,0.94,6,1.56,3,3,3,3,0
2,2.0,0.95,3,0.5,2,1,1,4,1
1,6.0,0.98,7,1.0,2,3,3,2,0
1,2.33,0.86,5,3.56,4,1,1,3,1
1,4.5,0.99,5,0.25,1,3,3,2,0
1,4.83,0.98,7,2.81,5,8,8,6,0
1,6.33,1.0,7,0.22,1,3,3,3,0
1,4.14,0.96,7,2.12,5,8,8,7,1
1,3.5,0.86,5,0.75,2,5,5,4,1
1,5.0,0.97,5,0.0,0,1,1,1,0
1,4.89,1.0,7,3.88,6,14,14,9,1
2,4.43,1.0,7,6.24,6,10,10,7,1
2,4.5,0.98,7,3.5,6,8,8,8,1
1,1.0,1.0,1,0.0,0,0,0,2,0
1,6.5,0.78,7,0.25,1,6,6,2,0
2,3.44,0.98,6,2.47,5,8,8,9,1
2,3.0,1.0,4,1.0,2,0,0,2,1
1,4.43,0.98,7,3.1,5,7,7,7,1
1,3.33,0.97,7,6.89,6,4,4,3,1
1,6.0,0.81,7,1.0,2,3,3,2,0
2,4.17,0.99,7,4.47,6,6,6,6,1
1,5.17,0.99,7,2.81,5,8,8,6,0
1,4.5,0.99,7,1.58,4,7,7,6,0
1,5.0,0.99,7,2.0,4,9,9,6,0
2,4.12,1.0,7,3.61,6,8,8,8,1
2,4.0,1.0,7,5.2,6,4,4,5,1
1,4.6,1.0,7,1.84,4,8,8,5,0
1,3.4,0.98,5,2.64,4,4,4,5,1
2,5.4,0.99,7,5.04,6,7,7,5,0
1,5.0,0.99,7,1.71,4,6,6,7,1
2,4.0,1.0,6,2.29,5,6,6,7,1
2,4.2,0.99,7,3.96,6,11,11,10,1
2,2.4,1.0,5,2.24,4,3,3,5,1
1,5.0,1.0,6,0.67,2,3,3,3,0
1,3.5,0.99,7,4.75,6,3,3,4,0
1,4.4,0.99,6,3.44,5,5,5,5,0
2,3.33,1.0,6,1.78,5,9,9,9,1
1,1.33,1.0,2,0.22,1,0,0,3,0
1,3.0,0.65,3,0.0,0,2,2,2,0
1,4.6,1.0,7,3.44,5,8,8,5,0
1,5.4,0.98,7,3.44,5,9,9,5,0
1,2.0,1.0,2,0.0,0,0,0,1,0
2,3.5,0.86,5,2.25,3,2,2,2,0
2,3.0,0.81,5,1.5,3,4,4,4,1
2,1.5,0.92,2,0.25,1,0,0,2,0
1,5.0,1.0,7,4.0,4,4,4,2,0
1,3.33,0.88,5,0.89,3,5,5,6,1
1,5.0,1.0,7,4.67,5,4,4,3,0
2,3.71,1.0,7,5.63,6,6,6,7,1
2,4.44,1.0,7,2.91,5,14,14,9,1
1,4.0,0.99,5,0.5,2,5,5,4,1
2,3.44,0.96,7,3.58,6,11,11,9,1
2,5.2,0.93,7,2.36,5,15,15,10,1
1,5.14,0.94,7,3.55,6,11,11,7,1
1,5.2,0.96,7,2.96,5,7,7,5,0
2,4.22,0.99,7,4.84,6,12,12,9,1
2,4.0,0.95,7,4.67,6,8,8,6,1
1,3.0,0.92,3,0.0,0,1,1,1,0
1,3.67,1.0,7,2.89,5,7,7,6,0
1,3.33,0.88,5,2.89,4,2,2,3,1
1,3.62,0.98,6,1.98,4,8,8,8,1
2,3.75,0.72,6,3.19,5,4,4,4,1
2,3.4,0.94,7,6.64,6,5,5,5,1
2,3.12,0.99,5,2.11,4,8,8,8,1
2,5.25,0.86,7,3.69,5,7,7,4,0
1,3.0,0.92,4,2.0,3,4,4,3,0
2,3.5,0.59,6,6.25,5,2,2,2,0
1,3.5,0.59,4,0.25,1,2,2,2,0
2,3.83,1.0,7,4.47,6,6,6,6,1
2,3.6,0.92,7,7.84,6,6,6,5,1
2,4.67,0.97,7,4.67,6,10,10,9,1
2,4.67,1.0,7,2.22,4,9,9,6,0
1,3.0,0.92,3,0.0,0,0,0,1,0
2,3.67,0.99,7,3.89,6,6,6,6,1
1,4.11,1.0,7,3.88,6,12,12,9,1
1,3.4,0.98,6,2.64,5,4,4,5,1
1,2.5,0.72,4,2.25,3,2,2,2,0
1,4.6,0.97,7,2.64,4,4,4,5,1
1,4.25,0.79,6,1.69,3,5,5,4,1
2,4.44,1.0,7,6.25,6,13,13,9,1
2,3.33,0.97,7,4.56,6,5,5,6,1
1,4.71,0.99,7,2.49,5,8,8,7,0
1,5.5,0.98,6,0.75,2,7,7,4,0
2,4.11,0.99,7,4.32,6,7,7,9,1
2,2.5,0.97,5,1.92,4,4,4,6,1
2,3.5,1.0,7,5.25,6,5,5,4,1
1,2.4,0.98,5,1.84,4,3,3,5,1
2,3.62,1.0,7,5.23,6,6,6,8,1
1,5.0,0.97,7,2.5,4,6,6,4,0
1,2.5,0.97,3,0.25,1,1,1,2,0
1,4.83,1.0,7,3.14,5,9,9,6,0
1,1.0,1.0,1,0.0,0,0,0,2,0
3,4.38,0.82,7,4.48,6,11,11,8,1
1,4.0,1.0,5,1.0,2,1,1,2,0
1,5.8,1.0,7,0.96,2,8,8,5,0
2,3.0,1.0,6,3.0,5,4,4,6,1
1,5.12,0.98,7,3.36,6,12,12,8,1
2,3.14,0.95,7,3.84,6,5,5,7,1
2,3.25,0.96,6,3.19,5,4,4,4,1
2,3.83,1.0,7,3.14,5,5,5,6,1
1,4.67,0.86,7,6.89,6,4,4,3,0
1,3.5,0.99,5,2.25,3,2,2,2,0
2,4.2,1.0,7,3.76,6,13,13,10,1
1,5.4,0.95,7,2.64,4,9,9,5,0
1,4.0,1.0,5,1.0,2,2,2,2,0
1,4.33,0.96,7,4.22,5,3,3,3,0
2,3.62,0.96,6,3.48,5,6,6,8,1
1,5.0,0.72,5,0.0,0,2,2,1,0
2,4.0,0.99,7,5.2,6,6,6,5,1
2,4.25,1.0,7,3.19,6,9,9,8,1
2,4.0,0.99,7,3.25,6,7,7,8,1
3,4.3,0.88,7,3.21,6,15,15,10,1
1,3.0,0.99,5,2.0,3,1,1,3,1
1,4.67,1.0,7,2.22,4,9,9,6,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,4.67,0.94,7,2.89,4,5,5,3,0
1,4.29,0.88,7,2.78,5,8,8,7,1
1,4.33,1.0,6,2.22,4,8,8,6,1
2,4.0,0.9,6,3.5,5,4,4,4,1
1,4.8,0.99,7,3.76,5,7,7,5,0
1,5.75,0.93,7,2.69,4,6,6,4,0
1,2.0,-0.0,2,0.0,0,1,1,1,0
1,5.0,0.97,5,0.0,0,2,2,1,0
2,3.0,1.0,5,2.5,4,1,1,4,1
2,3.75,1.0,7,4.19,6,9,9,8,1
1,5.3,1.0,7,2.61,5,13,13,10,1
1,4.0,1.0,7,3.56,5,10,10,9,1
2,3.17,1.0,7,4.47,6,5,5,6,1
2,3.9,1.0,7,3.69,6,11,11,10,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
1,2.8,1.0,5,2.16,4,4,4,5,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.62,0.94,6,1.98,4,13,13,8,1
1,7.0,0.99,7,0.0,0,2,2,1,0
2,4.0,1.0,6,2.0,4,6,6,5,1
1,4.5,0.76,6,2.25,3,3,3,2,0
2,3.89,1.0,7,2.77,6,8,8,9,1
1,3.17,1.0,6,2.14,5,4,4,6,1
2,5.44,1.0,7,3.14,6,12,12,9,1
2,4.2,0.7,7,4.56,6,6,6,5,1
2,4.0,0.54,6,4.0,4,3,3,2,0
2,3.86,0.95,6,3.84,5,7,7,7,1
1,3.67,0.85,4,0.22,1,5,5,3,0
2,3.5,0.59,6,6.25,5,2,2,2,0
1,4.56,0.99,6,1.14,3,13,13,9,1
1,4.25,0.87,5,1.69,3,6,6,4,1
2,4.0,0.81,7,9.0,6,2,2,2,0
2,3.43,0.99,7,5.67,6,5,5,7,1
1,4.67,0.99,7,3.89,6,7,7,6,1
2,3.25,0.96,5,2.19,4,2,2,4,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
2,3.71,0.96,6,2.78,5,6,6,7,1
2,4.5,0.99,7,2.58,5,8,8,6,1
1,5.57,0.98,7,2.53,5,11,11,7,0
1,6.5,1.0,7,0.25,1,5,5,2,0
2,4.83,0.98,6,3.47,5,4,4,6,1
2,3.75,0.97,7,4.44,6,11,11,8,1
2,3.67,0.99,6,2.89,5,9,9,9,1
1,7.0,0.86,7,0.0,0,1,1,1,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
2,4.88,1.0,7,3.86,6,10,10,8,1
2,3.75,0.92,7,4.94,6,5,5,8,1
1,5.14,1.0,7,3.84,5,10,10,7,1
2,4.33,0.96,7,2.22,5,8,8,6,1
1,3.8,0.95,7,6.96,6,5,5,5,1
1,4.5,0.96,7,3.25,5,6,6,4,0
1,4.0,0.95,5,1.0,2,2,2,2,0
2,4.25,1.0,7,4.94,6,13,13,8,1
2,4.29,1.0,7,5.63,5,5,5,7,1
1,4.67,0.75,5,0.22,1,5,5,3,0
2,4.4,0.95,7,4.64,6,4,4,5,1
1,4.33,0.89,6,1.56,3,4,4,3,0
2,4.5,1.0,7,6.5,6,8,8,8,1
1,3.33,0.97,6,4.22,5,3,3,3,0
1,4.5,0.99,6,2.25,3,4,4,2,0
1,3.5,0.99,4,0.25,1,3,3,4,0
2,4.17,0.99,7,4.47,6,8,8,6,1
2,4.12,0.99,7,2.36,5,7,7,8,1
1,4.5,0.76,6,0.75,2,5,5,4,0
2,4.22,0.98,7,4.62,6,9,9,9,1
1,5.5,0.95,6,0.25,1,5,5,2,0
2,3.5,0.97,7,3.0,6,7,7,8,1
2,4.43,0.91,7,3.39,6,9,9,7,1
1,4.0,1.0,6,1.25,3,9,9,8,0
2,3.67,0.99,7,3.22,6,8,8,6,1
